"i bought 3 sets of these blades for my cars. they lasted 2 weeks (at the most) on average in the summer. bosch or anco blades usually work for 2 years. it's up to you to decide which blades to buy!follow-up: i see some people find my review not helpful, you know what: i tried to warn you. obviously you either have too much money or you're stockholders of rainx. my advice for you: buy garbage, support economy",0
i bought two pair in different sizes and one pair was great but the other pair had deteriorated edges that left water in lines from the first use and one lock didn't secure the blade to the arm well. i had to buy a replacement immediately,1
lasts only 2 weeks! try them if you don't believe me,1
what a bad product!  they didn't last two weeks before they began to smear my windshield,0
bought 3 pairs for all my cars. what a waste of money: didn't last a week before they started to smear windshield! garbage,0
"waste of money, lasted only 2 weeks this summer. garbage. pay a little more for bosch or same for anco",0
"to replace the battery your have to open the back, that means you have remove it from where its stuck, open the back and re-stick it again thus loosing the strength of the original glu",1
"i had a pretty dirty car and i used the mr. clean starter kit. i followed all the directions.i also washed my car in the shade, and i rinsed and soaped the car in portions as one reviewer mentioned. i waited about 30mins or more for the car to dry and the only parts that were really clean and shiny were the windows. it still left a lot of dirt on my car, despite all the scrubbing i did during the soaping step. it even took more water than what i would have used washing it the old fashion way. i looked that the faq sheet that came with the kit and it said that if you see streaks it may be dirt, and all you have to do is go through the steps again to get rid of it. it's just a hassle. at least i can wash my house windows with it until the filter get's used up. otherwise it's a waste of money",0
"i bought this great piece of crap about a year ago.  when i first used it, i followed the directions as indicated on the box.  worked fair the first time, i mean i could have just used my dads power washer but no, i am a pioneer and want to try new things.  so then i used it about 6 months later to detail a neighbors car and it left scum everywhere!  this wasn't your ordinary scum, this stuff was hard to get off the car.  i spent a solid day scrubing the car to get this scum off the car.  so i swore i wouldn't use it after all that happend.  so today i decided to wash my car because i'm moving to arizona in a day.  i used the power washer with a new bottle of mr. clean soap. i mean hey...what would go wrong....more of that scum, so here i am now spending my day rubbing the scum off at least the windows instead of packing up the car...anyway you all know my feelings on this product.  mr. clean makes quality products but screwed up somewhere with this one",1
"i bought this product on a whim.  i was looking for carwash detergent at safeway, and the mr. clean autodry was on sale.  curious, i gave it a try.first of all, this unit wastes a lot of water.  after washing and rinsing, you have to apply filtered water all over the car from a distance of one feet.  it feels like spray painting.then you wait for the water to evaporate.  problem is, i live in san franisco, ca -- nothing dries in this climate without help.  if i hadn't hand dried my car, i'd still be waiting for the water to evaporate.another odd thing -- hand drying actually seemed more difficult after using the mr. clean soap and unit.  it's as though it left a residue.  i'm not sure what it is.but i'll probably end up washing my car again tomorrow, the old-fashioned way ..",0
"i seriously hope that the price tag i am seeing is ($7,000+) is a mistake..",1
impossible to rate product as amazon shipped brake cleaner instead of polish. return of inexpensive items not worth the time it takes.  consider not using amazon for small purchases until return system is upgraded,1
ok it's so obviously obstructing the view of your license plate. i thought it would only blur it from the high distant angles of the cameras but it blurs it from almost every angle besides directly behind it (and even then the edges are blurry).  check the laws in your local state. i'm pretty sure this thing is very illegal!!! i had to trash mine. thanks for taking my money,1
i installed this cover and took pictures from various distance and angel. i could read all numbers clearly.  they claim that it will work with actual traffic camera. i have no way to test that,1
"this is bad, very bad.  it slips so easy that you cannot get a firm grip on the filter.  i would suggest anyone to look elsewhere and get something else that actually works.  i really regret getting this",0
"listen if you truly want an ionizer that dramaticaly changes the air. i strongly advise people to purchase one by flair.  this home unit retails for $300.  need results, that's what a real one costs",1
"i drove for an hour with the cooler plugged in, and it did not get any cooler inside.  it might keep frozen things from fully thawing, but a regular plastic cooler would do it too.  not worth the money",0
they broke the first time that i used them.  the locking mechanism is cheap and slides out of its intended slot.  don't waste your money on this item,0
"i cannot believe they put this on the market.  once it gets wet, there isn't much you can do about wringing it out.  it's title is true - it is a water magnet.  the problem is it just won't let the water go.  this towel is horrible.  i suggest using the 3-pack microfiber meguiar's towels sold by amazon as well under the subject ""meguiar's x2020 supreme shine microfiber - pack of 3""",1
advertised as easy to install. just hook up the existing horns wires and you have it......wrong. if your existing relay is not compatible with the horn you get to purchase a new relay and rewire a whole new horn button somewhere on the vehicle. they also don't tell you it is not compatible with motorcycle relays. if you get past all of this it does have a great sound,1
"my car was stolen with device engaged.  it was stolen while my wife and i were both at home.  we did not hear a single thing.  their 'guarantee' by the way is a complete farse.  wow, they'll cover the deductable... but only on a comprehensive coverage policy.  if you are wanting to keep your car safe, do not buy this product!!",1
"i own both the original unbreakable autolock (with the flat key) and the autolock pro (with the round key). the original autolock never failed to open after 10+ years of use on two cars. the autolock pro failed to open after about two years of light use. this is not a key problem, because i could not open it with two original keys. i eventually wiggled the lock a lot to open it. i recommend that you stick with the original autolock if you wish to use this kind of security device",1
"this product was purchased as a christmas gift for my father, unfortunately it did not perform for him. i was replacing this with one that he has had for over 10 years and that one still works and outperfomed this brand new model.i am not sure if we just got a defective one but i dont recommend purchasing although i have to say returning to amazon was straightforward they just simply refunded my money, i will inturn buy my dad something else from amazon you just cant beat the service",0
"fatally flawed.  magnificently compact, clever design, but broke first time i used it--el-cheapo plastic clamps snapped.  service center wouldn't repair it, so i had to return it.  an otherwise beautiful design, with a frustrating achilles heel.  aarrgh!",0
"had the reese sleeved lock on my tow hitch step  for a year now & damn if i can get the thing off !!!  we have tried graphite (dry) graphite liquideverything short of cutting the thing off. the key  (a flat one) won't budge in the lock.  newer reese towpower locks have round keys (like vending machine keys) on them.  my cover has been on the lock ever since i bought it & today it is 87 degrees outside. still the lock won't allow the key to turn in it. after 10 minutes of working on it with the ctp keys it budged a little, but it still didn't unlock all the way. tomorrow i am going to get my custom truck specialist to torch it off. next time i will buy the masterlock  brand.",0
"i just received the gauge and i'm returning it after trying it for 2 minutes:- the hose didn't seal well on the tire valve- when bleeding air, the display didn't update. you have to remove the hose, wait 10 seconds for the display to turn off, then plug it back to the valve stem and get a reading. this is ridiculous.- the display is on for 10 seconds and then it turns off itsel",0
"if this gauge cost $20 i would give it a high rating, but even at the discounted $35 price i see for these gauges i think it is bad value, let alone the nearly $50 it cost me!as mentioned hose is very inflexible at cool, not just cold temps, general quality of the fittings is very poor for something advertised like this, mine is now leaking badly and i am trying to repair with quality materials, as i still hope to use the gauge part anyway. i would not buy again",0
"it appears that the problem of slow readings described in the earlier reviews has been solved, as my gauge reads continuously.  the reading drops several psi while bleeding just as with a mechanical dial gauge.  the reading takes about two seconds to re-stabilize, so a mechanical gauge is actually faster to use.the quick-connector on the end of the hose is excellent, but be careful to not scratch the wheel with it.  the hose is fairly stiff, but isn't a problem most of the time.i used this gauge at the track this past weekend, and was pleased with it until the second morning when it was cold (by cold i mean 45f, this is houston...) and the display read 'lo', indicating a low battery.  so essentially the gauge was useless.  the hose also becomes annoyingly stiff when cold.overall, a good mechanical gauge is easier to use and more reliable, as long as you don't drop it",1
"as other reviewers mentioned, the display does not update when using the bleed valve and you have to wait at least 10 seconds between readings.  it may be accurate, but dropping overpressure tires to a desired level ends up being a several-minute guessing and waiting game.  calling it a ""racing"" gauge is ridiculous",0
"i had the same problem described by r. nielsen.  the gauge would not take a new reading after i pressed the release valve to let air out.  it only took a new reading if it was removed from the tire completely and reconnected.  i called the manufacturer, who told me that it sounded like a problem and that i should return the gauge to them for a replacement.  i returned it to amazon as defective and got a new one with the same problem.  i contacted the manufacturer again and they again asked me to send the gauge in for a replacement.  i have sent the gauge to the manufacturer at my expense.  the second replacement also had the problem.  customer service told me that they had sent the second replacement from the wrong batch/crate.six weeks later (november 27th) i received a properly functioning gauge.  so it seems that a properly manufactured example of this gauge really does work properly.  there was just a very large run of defective ones.  at this point, i would give this item 3 stars: 4 for performance and price, minus one for the hassle involved in getting one that isn't defective.if yours is defective, you should contact accutire customer service and let them know: 973-402-4240.",0
"dimensions are confusing/inaccurate.  stated height of 11.5 inches is not correct--perhaps this is shipping container.  actual product is about 8.5 inches high, but taking into account the cradle for tire, only raises the vehicle about 6 inches",1
"i'm writing this reveiw on the company, discount ramps, rather than the ramps themselves. they charged my credit card immediately upon ordering, then 6 weeks later when i inquired about where these ramps were, they told me the manufacturer hadn't received the metal to build them yet, and the build time is 4-6 weeks. just be careful, people",1
i bought this item and i literally hate it.  they make it seem so simple and easy but the blade does not do a good job in removing water from car surfaces.  i would only recommend it for doing windows.  much easier to use chamois or regular old terrycloth towels,1
"i got this item for my coffee-loving truck driver husband.  when we took it out of the box, we saw the obvious problem:  the ""mug"" is tiny!  only a bit larger than an espresso cup.  to add insult to injury, it took way too long to brew for such a small cup.  now it's back in the box collecting dust and we're sorry we wasted our hard-earned money",0
"this bag was junk on a 2001 4runner.  the poor fit made it hard to secure and even more difficult to load and unload.  i realize it isn't made for all vehicles but i purchased mine only after speaking with lund, who confirmed the bag would work on my vehicle.  spend the extra money and buy a hard shell unit with adjustable hardware.  great service from amazon, terrible service from lund",1
i had a previous non-brand name digital tire gauge and it worked great but eventually died. i bought this one thinking it would be better. the first time i used it i couldn't get a good connection at all and it kept giving me multiple readings.  it also does not seem to keep the number on the display after the reading. it would disappear before i could read it fully.,0
i have had 2 faulty units right out of the box. the first would not hold a charge for more than a couple of days and that did not improve after cycling the battery a number of times. i returned it for a replacement and that 2nd unit never indicated a full charge - even after being on charge for several days. i am moving on to another brand.don't waste your time and money on these poor quality items,0
"bought one of these to jump start my 3.6 litre 911. it doesnt have the power to even turn it over once when fully charged. complete waste of time, maybe it will start a lawn mower.",0
"i wouldn't recommend this product.  the positive terminal clamp broke in half the first time i used it... i, as i was stranded, rigged up a method to make contact with the terminal w/ the remaining half of the clamp.  then the charger (which was charged fully the previous night) didn't provide enough power to actually turn the engine over.  i will be returning to the store tonight, returning this item, and purchasing a different charger",0
"i have not used this product. our local news did a test on it. they found that in 2 vehicles (exactly the same) that this device only lowered the temp 1 degree. again, i have not used it, i am just throwing the test i saw out there. their call sign is wcpo, so look it up from there (not allowed to include link)",0
it's a pain because to save time you need to install it permanently to make it worth it.  then you can never use that window for anything else. it's a pain because it will not work on tinted windows.run,0
the product is not working. the provider is terrible!! you can not reach them via email nor return the product. it is the worst experience in amazon!!  i wish i knew this provider and read these reviews before i bought it!!!,0
